Segment,Zone,NSE_Price,Max_NSE_MW,Total_NSE_MWh,NSE_Percent_of_Demand
1,178,2000.0,6.392211523143924e-16,7.184439812642628e-13,Inf
1,179,2000.0,6.392209590836079e-16,7.186297772214176e-13,Inf
1,180,2000.0,6.392212540549824e-16,7.184275718834351e-13,Inf
1,181,2000.0,6.392211902610001e-16,7.184612122103884e-13,Inf
1,182,2000.0,6.392216869268163e-16,7.188200746191455e-13,Inf
1,183,2000.0,6.39221430134593e-16,7.179354157810223e-13,Inf
1,184,2000.0,6.39220744124792e-16,7.184847451949917e-13,Inf
1,185,2000.0,6.392215969470948e-16,7.188339338825611e-13,Inf
1,186,2000.0,6.392210460638909e-16,7.195395798226326e-13,Inf
1,187,2000.0,6.392202558388243e-16,7.18853101460805e-13,Inf
1,188,2000.0,6.392222029403991e-16,7.179350866822095e-13,Inf
1,189,2000.0,6.39222191804056e-16,7.179350861381636e-13,Inf
1,190,2000.0,6.392222898875626e-16,7.179350909142926e-13,Inf
1,191,2000.0,6.392220951737701e-16,7.179350813862693e-13,Inf
1,192,2000.0,6.392215416548368e-16,7.179350542742297e-13,Inf
1,193,2000.0,6.392213081369637e-16,7.179350427103255e-13,Inf
1,194,2000.0,6.392209669166811e-16,7.179350253052102e-13,Inf
1,195,2000.0,3.196110554371239e-16,3.5896754106976617e-13,Inf
1,196,2000.0,6.392200182258417e-16,7.179349774929199e-13,Inf
1,197,2000.0,6.392206090845278e-16,7.173676533555267e-13,Inf
1,198,2000.0,6.392216300533024e-16,7.179350586636896e-13,Inf
1,199,2000.0,6.392219261016677e-16,7.179350730390287e-13,Inf
1,200,2000.0,6.392220005910388e-16,7.179350766673099e-13,Inf
1,201,2000.0,6.392215900841816e-16,7.17935056685563e-13,Inf
1,202,2000.0,6.392203106766984e-16,7.179349923781832e-13,Inf
1,203,2000.0,6.392220180345331e-16,7.179350775231388e-13,Inf
1,204,2000.0,6.392219380738752e-16,7.179350736202491e-13,Inf
1,205,2000.0,6.392220018107062e-16,7.179350767273676e-13,Inf
1,206,2000.0,6.392218629108043e-16,7.179350699607872e-13,Inf
1,207,2000.0,6.392219513308784e-16,7.179350742650394e-13,Inf
1,208,2000.0,6.392220592169599e-16,7.17935079567189e-13,Inf
1,209,2000.0,6.39221344625605e-16,7.179350445300369e-13,Inf
1,210,2000.0,3.196110554371239e-16,3.5896754106976617e-13,Inf
1,211,2000.0,6.392210280406028e-16,7.180826919425122e-13,Inf
1,212,2000.0,6.392216884489013e-16,7.179883334525148e-13,Inf
1,213,2000.0,6.392212001697999e-16,7.175469594813087e-13,Inf
1,214,2000.0,6.392208497413775e-16,7.17099980258563e-13,Inf
1,215,2000.0,6.392211220061797e-16,7.181937218679408e-13,Inf
1,216,2000.0,6.392209828047689e-16,7.180381842660103e-13,Inf
1,217,2000.0,6.392214127395663e-16,7.179350478973937e-13,Inf
1,218,2000.0,6.392201179860248e-16,7.176038885850445e-13,Inf
1,219,2000.0,6.392206271280107e-16,7.180012986324946e-13,Inf
1,220,2000.0,6.392214242979815e-16,7.17545924121544e-13,Inf
1,221,2000.0,6.392212890143695e-16,7.114684894733316e-13,Inf
1,222,2000.0,6.392212074920447e-16,7.116363124238551e-13,Inf
1,223,2000.0,6.392219868443108e-16,7.173343714888608e-13,Inf
1,224,2000.0,6.392221375576888e-16,7.173391297548231e-13,Inf
1,225,2000.0,6.392219543364763e-16,7.173404783940502e-13,Inf
1,226,2000.0,6.392216297112018e-16,7.176280503932231e-13,Inf
1,227,2000.0,6.392211979089876e-16,7.17607460049791e-13,Inf
1,228,2000.0,6.392219561542138e-16,7.175819250761716e-13,Inf
1,229,2000.0,6.392219388702587e-16,7.173041920804147e-13,Inf
1,230,2000.0,6.392220216538522e-16,7.173501824707614e-13,Inf
1,231,2000.0,6.392218783454169e-16,7.174070266842333e-13,Inf
